지점,지점명,일시,평균기온,최저기온,최고기온,평균최저기온,평균최고기온,평균 해면기압,합계 강수량,일 최다 강수량,평균 상대습도,합계 일조시간,일조율,합계 일사량,평균 풍속,최다 풍향,합계 소형 증발량,합계 대형 증발량
272,영주,1986,10.2,-18.8,34.7,4.7,16.2,1014.9,1010,66.8,66.3,2745.8,61.71,,2.1,320,1365.3,
272,영주,1987,10.7,-16.5,33,5,17.2,1015.2,1435.7,140.6,73.3,2728.8,61.33,,1.9,320,1341.8,
272,영주,1988,10.4,-16.2,36,4.4,17,1014.9,884.5,184.2,68.8,2836.9,63.62,,2.1,320,1417,
272,영주,1989,11.4,-14.1,33.9,5.7,17.9,1014.5,1322.2,138.4,73.3,2651.1,59.57,,1.6,320,1269.7,
272,영주,1990,11.5,-20.4,35.6,6.2,17.6,1015.1,1453.4,93.3,75.5,2450.8,55.08,,1.7,320,1151.6,
272,영주,1991,11,-18.8,33.4,5.5,17.5,1015.9,1092.8,87.7,69.5,2699.9,60.68,,1.4,320,,
272,영주,1992,11.5,-13,34.3,6.2,17.1,1016.6,996.1,176.5,65.4,2053.3,46.04,,2.4,290,,
272,영주,1993,11,-15.8,31.3,5.6,16.7,1016.5,1629,227,69.3,1984.2,44.59,,2.8,290,,
272,영주,1994,12.3,-15.6,36.9,6.5,18.4,1016.2,1141.6,259.5,66.2,2272.7,51.07,,2.8,290,,
272,영주,1995,10.9,-14.8,35,5.1,16.9,1016.1,1233.2,135,63.5,2248.3,50.53,,2.8,290,,
272,영주,1996,11.3,-15.2,35.8,5.8,17.3,1016.3,1091.9,81.5,59.4,2219.7,49.78,,2.7,290,,
272,영주,1997,12,-16.2,35.5,6.1,18.4,1015.8,1514.8,147,63.8,2357.3,52.98,,2.8,320,,
272,영주,1998,12.4,-14.2,33.8,7.2,18.3,1016.2,1791.8,113,64.8,1988.9,44.69,,2.3,290,,
272,영주,1999,11.6,-16.1,33.5,6,17.5,1015.6,1860.8,184,59.9,2235.1,50.23,,2.5,290,,
272,영주,2000,11.7,-14.5,35.6,6.2,17.7,1015.6,1435.5,89.5,62,1685.3,49.17,,2.5,290,,
272,영주,2001,11,-18.5,34.2,5.3,17.2,1015.9,831.8,91,64.7,2790.6,62.72,,2.4,290,,
272,영주,2002,11,-14.8,33.7,5.6,16.7,1015.5,1594.9,199.5,66.4,2624.1,58.94,,2.3,290,,
272,영주,2003,11.3,-16.7,34.2,6.1,17,1016.1,2018.9,125,68.4,2454.9,55.13,,2,290,,
272,영주,2004,12,-16.7,37.2,6.1,18.2,1015.8,1383.5,119.5,63.3,2732.4,61.24,,2.3,290,,
272,영주,2005,11.4,-16.3,34.7,6,17,1015.3,1303.3,115.5,62.1,2600.6,58.4,,2.7,290,,
272,영주,2006,11.9,-13.8,35.3,6.7,17.7,1015.5,1510.8,127,66.5,2291.6,51.47,,2.3,320,,
272,영주,2007,12.3,-11.3,33.8,7.3,17.9,1015.2,1475.9,85.5,68.2,1924,43.21,,2.3,320,,
272,영주,2008,11.7,-14.1,34.9,6,17.8,1016.1,1063.1,120.5,67.3,2191.9,49.12,,2.7,320,,
272,영주,2009,11.7,-15.7,34.6,6,17.8,1015.4,1133.7,116.5,64.8,2118.3,47.57,,2.7,320,,
272,영주,2010,11.3,-19.2,34.9,6.1,17.1,1016.1,1236.3,93,67.3,1977.3,44.4,,2.6,320,,
272,영주,2011,11.4,-18.5,33.4,6.1,17,1016.4,1729.3,180.5,63.5,2040.5,45.83,,2.7,320,,
272,영주,2012,11.2,-19.9,37.5,6,16.9,1015.7,1431,107.5,63.3,2116.5,47.43,,2.7,320,,
272,영주,2013,11.6,-20.9,34.8,6.3,17.6,1015.6,1180.8,124.5,65.3,2200,49.41,,2.7,320,,
272,영주,2014,12,-14.4,35.2,6.3,18.1,1016.4,1156.4,122,64.8,2157.4,48.45,,2.5,320,,
272,영주,2015,12.5,-13.7,37.1,6.9,18.6,1016.2,771.2,54.5,66.2,2278,51.16,,2.5,320,,
272,영주,2016,12.3,-16.9,35.5,6.8,18.2,1016.3,1263.3,175,65.2,2180.2,48.85,1,2.5,320,,
272,영주,2017,11.6,-15.4,36.4,5.9,17.7,1016.3,1055.3,72.5,61.6,2521.8,56.64,,2.7,320,,
272,영주,2018,11.6,-19,38,5.9,17.6,1016.6,1591.5,121,62.1,2513.6,56.45,,2.5,320,,
272,영주,2019,12.1,-13.5,36.2,6.4,18.1,1016.3,996.4,92,63.8,2396,53.98,,2.4,320,,
272,영주,2020,12,-14.3,33.5,6.7,17.6,1016.7,1499.9,92.9,69.1,2211.4,49.56,,2.4,290,,
272,영주,2021,12,-17,34.4,6.6,17.8,1016.7,1346.5,111,71.5,2206.4,49.55,,2.3,320,,
272,영주,2022,11.8,-16.3,34.7,6.1,17.7,1016.2,1083.8,93.8,68,2331,52.35,,2.5,320,,
272,영주,2023,12.4,-17.7,34.8,6.9,18.3,1016.3,2216.1,161.6,71.4,2271.7,51.02,,2.2,320,,
273,문경,1972,,-2.5,24,,,,141.7,95.7,,,,,,320,,
273,문경,1973,12.4,-16.7,35.8,6.8,18.2,,899.5,63.4,69.2,3021.6,68.13,5595.39,1.7,320,1283.1,
273,문경,1974,11.3,-20,35.3,5.7,17.4,,1233.6,79.2,69.3,2915.3,65.75,7157.77,1.4,270,1196.2,
273,문경,1975,12.5,-12.1,35,7.4,18.3,,1198,91.3,72,2769.2,62.46,7054.38,1.5,270,1152.5,
273,문경,1976,11.5,-15.5,34.2,6.4,17.4,,933.4,81.2,69,2649.4,59.6,7042.13,1.5,270,1113.6,
273,문경,1977,12.5,-14.4,37.2,7.3,18.5,,989,95.4,68,2732.8,61.64,7898.8,1.5,270,1231.9,
273,문경,1978,12.9,-12.1,36.5,7.9,18.8,,1384,88.5,68.2,2698.2,60.86,7801.25,1.5,270,1317,
273,문경,1979,12.4,-12.4,34.8,7.2,18.4,,1380.3,131.2,69.4,2601.2,58.67,6750.36,1.3,270,1164.5,
273,문경,1980,11.1,-13.8,33.2,6.2,16.7,,1364.6,122.6,67.4,2677.7,60.24,6239.31,1.5,270,1012.2,
273,문경,1981,11.6,-18,35.6,6.3,17.4,,953.1,84.1,60,2782.1,62.75,243.39,1.5,270,1282.9,
273,문경,1982,12.5,-14.5,36.2,6.8,18.7,,743.9,50.8,60.3,2799.6,63.14,,1.3,270,1370.7,
273,문경,1983,12.3,-14.9,37.1,7.1,18.1,,1147.8,111.2,62.3,2667.5,60.54,,1.4,250,1256,
273,문경,1984,11.7,-15.5,36.8,6.4,17.6,,1009.6,83.1,59.6,2751.4,61.69,,1.4,230,1306.4,
273,문경,1985,12,-17,35.6,7.2,17.3,,1297.3,94.3,62.4,2532.4,56.91,,1.3,270,1193.6,
273,문경,1986,11.6,-14.2,35.3,6.7,17.1,1016.7,1136.8,111.8,59.1,2609.9,58.65,,1.4,250,1326.4,
273,문경,1987,12.3,-12.8,34.6,7.3,18.3,1016.4,1642.1,173.3,55.7,2584.5,58.35,,1.3,250,1305.9,
273,문경,1988,11.5,-13.4,36.3,6.1,17.2,1016.3,916.7,85.5,60.5,2580.8,57.87,,1.7,290,1460.5,
273,문경,1989,12.1,-13.1,32.7,7,17.7,1016.1,1520,91.5,70.1,2452.3,55.11,,1.5,290,1272.2,
273,문경,1990,12.3,-16.4,35.7,7.5,17.6,1016.1,1310.7,57,70.5,2209.7,49.65,,1.5,290,1044.7,
273,문경,1991,11.4,-15.1,32.1,6.4,17,1015.6,1039.9,55.9,68.5,1873.2,53.04,,1.5,290,,
273,문경,1992,11.6,-12.4,34.2,6.3,17.2,1016.3,1084.6,112.5,69.2,2182.6,51.77,,1.5,320,,
273,문경,1993,10.9,-13.6,31.4,5.6,16.7,1016.7,1474.7,136.5,66.8,2194.4,49.31,,1.8,320,,
273,문경,1994,12.5,-12.8,36.6,6.5,18.7,1016.3,857.8,118,56,2470.9,55.52,,2,320,,
273,문경,1995,11.2,-13,35.1,5.4,17.3,1016.1,984.6,111,62,2535,56.97,,1.9,320,,
273,문경,1996,11.3,-15.3,35,5.8,17.4,1016.7,1040,105,69,2433.2,54.56,,1.8,320,,
273,문경,1997,12.2,-13.6,35.1,6.4,18.7,1016.5,1380.7,135,65,2520.1,56.63,,1.5,320,,
273,문경,1998,12.7,-12.9,32.4,7.6,18.6,1016.9,1847.4,114.5,64.7,2070.2,46.52,,1.4,290,,
273,문경,1999,12,-13.8,34.5,6.7,18,1016.5,1651.8,142.5,65.1,2390.8,53.73,,1.6,270,,
273,문경,2000,11.8,-13,35.2,6.5,17.8,1016.2,1328.6,109,64.6,1836.9,53.59,,1.5,290,,
273,문경,2001,11.7,-17.4,35.2,6.3,17.9,1016.3,826.6,76.5,69.7,3465.9,77.89,,1.5,290,,
273,문경,2002,11.2,-11.1,32.2,6.1,16.8,1016,1411.4,136.5,75.5,2070.6,46.5,,1.8,290,,
273,문경,2003,11,-16,32.4,6.3,16.4,1016.6,1962.6,161,76.2,1897.6,42.62,,1.6,360,,
273,문경,2004,12,-15.6,34.5,6.6,18,1016.2,1505.3,158.5,65.9,2223.1,49.82,,1.8,360,,
273,문경,2005,11.1,-15.6,34.5,6,16.9,1015.9,1519.2,155.5,64.3,2186.4,49.1,,1.9,360,,
273,문경,2006,11.6,-13.8,35,6.6,17.5,1016,1352,104.5,67.2,2084,46.8,,1.7,360,,
273,문경,2007,12,-10.8,34.4,7.1,17.9,1015.7,1448.8,87.5,68.2,1871.1,42.02,,1.6,360,,
273,문경,2008,12,-13,34.8,6.8,18,1016.2,974.8,88,64.5,2057.3,46.1,,1.8,290,,
273,문경,2009,12.1,-15,33.3,6.8,18.2,1015.6,1187.2,92.5,62.9,2013.9,45.23,,1.8,290,,
273,문경,2010,11.2,-15.2,33.9,6.3,17,1016.3,1238,84,65.1,1818.4,40.84,,1.8,290,,
273,문경,2011,11.6,-16.2,33.2,6.7,17.3,1016.6,1666.1,153.5,60.8,2001,44.93,,1.9,290,,
273,문경,2012,11.5,-17,35.4,6.5,17.3,1015.9,1395.5,94,59.6,2099.3,47.04,,1.9,290,,
273,문경,2013,12.1,-16.5,36.1,7,18.1,1015.8,1273.6,159.5,62.4,2195,49.29,,1.8,290,,
273,문경,2014,12.2,-13.2,34.6,6.9,18.3,1016.5,1006,94,61.2,2103.2,47.23,,1.8,290,,
273,문경,2015,12.5,-11.9,36.1,7.2,18.4,1016.4,765.3,59,59.8,2204.1,49.49,0,1.8,290,,
273,문경,2016,12.3,-16.2,36.3,7.3,18,1016.5,1193.8,161,60.1,2128.5,47.7,,1.8,290,,
273,문경,2017,12.4,-13.1,36,7,18.5,1016.5,1292.8,132.5,56.5,2425.8,54.48,0,2,290,,
273,문경,2018,12.4,-16.7,38.1,7,18.4,1016.8,1360.1,82.5,56.9,2317.7,52.05,,2,320,,
273,문경,2019,12.9,-10.5,35.5,7.4,18.9,1016.4,1082.5,91,63.7,2257.3,50.69,,1.9,290,,
273,문경,2020,12.5,-13.3,34,7.5,18,1016.2,1694.4,103.7,68.4,2184.3,48.95,,1.8,290,,
273,문경,2021,12.5,-16.7,34.7,7.5,18.2,1016.1,1367.3,74.3,70.7,2088.5,46.9,,1.7,290,,
273,문경,2022,12.5,-13.3,34.7,7.1,18.3,1016,1041.8,115.2,66.5,2318.6,52.07,,1.7,290,,
273,문경,2023,13.2,-17.3,35.2,7.9,19,1015.8,1942.7,189.8,69.6,2255.7,50.66,,1.6,290,,
276,청송군,2010,,-13.1,32.7,,,,183.9,42,,653.2,50.69,1300.7,,360,,
276,청송군,2011,10.7,-18.5,34.7,4.9,17.3,1016.5,1008.2,64.5,70.4,2074.4,46.59,5035.59,1.4,360,,
276,청송군,2012,10.4,-21.5,36.3,4.8,17.1,1015.9,978,112.5,67.5,2108.8,47.26,5151.57,1.4,270,,
276,청송군,2013,11,-21.4,34.7,5.2,18,1015.7,868.9,88,69.3,2205.7,49.54,5298.15,1.4,270,2,
276,청송군,2014,11,-16.4,36.7,5.2,18.1,1016.5,907.7,79.5,65.5,1970.4,44.26,5008.66,1.2,270,,
276,청송군,2015,11.6,-15.1,37.4,5.6,18.7,1016.4,707.3,64,68.9,2088.5,47.21,5211.99,1.3,270,,
276,청송군,2016,11.8,-15.9,36.3,6,18.6,1016.5,1008,88,68.3,1967.4,44.09,5059.26,1.3,270,564.4,394.5
276,청송군,2017,11.2,-16.3,36.9,5,18.5,1016.4,783.9,77,66.1,2184.4,49.07,5342.98,1.5,270,1382.9,968.2
276,청송군,2018,11.2,-19.8,38.1,5.3,18.1,1016.8,1139.7,95.5,68.4,2239.6,50.31,5314.53,1.5,270,1347.8,944.1
276,청송군,2019,11.7,-13.5,35.5,5.8,18.5,1016.5,982.8,131.5,75.3,2262.2,50.81,5336.22,1.4,270,1262.4,884.2
276,청송군,2020,11.5,-16.3,36.4,5.7,18.5,1016.7,1285.8,89.5,77.3,2190.8,49.21,5276.34,1.5,270,1234.8,864.5
276,청송군,2021,11.5,-17.7,36.4,5.7,18.6,1016.9,987.7,54.7,68,2109.9,47.39,5373.86,1.9,290,1418.7,993.4
276,청송군,2022,11.3,-17.4,36.6,4.7,18.8,1016.3,638.5,44,64.8,2316.1,52.02,5686.06,1.8,290,1520.5,1064.2
276,청송군,2023,12,-19.5,36.2,5.8,19.5,1016.3,1482.2,97.4,69.4,2317.6,52.06,5678.3,1.6,320,1489.5,1043.3
277,영덕,1972,,-6.2,34.8,,,,,,,,,,,290,,
277,영덕,1973,13,-13.7,36.9,8.1,18.2,,942.2,135.9,67.3,3336.1,75.66,9677.82,2.5,270,1588.2,706.7
277,영덕,1974,11.9,-12.2,35.5,7.1,17.1,,1008.3,63.2,65.8,2878.6,64.85,8190.51,2.4,270,1371.3,725.4
277,영덕,1975,13.1,-9.3,35.9,8.8,17.8,,1165.5,139.2,74,2819.9,63.6,7313.37,2.4,270,1244.4,727.2
277,영덕,1976,12.2,-13.8,35.4,7.5,17.4,,1096,77,70.8,2841.9,63.94,10037.7,2.3,270,1310.7,695.6
277,영덕,1977,12.7,-13.4,36.3,8,17.9,,1016.7,88.2,69.9,2790.5,63.56,9567.65,2.3,270,1345.3,649
277,영덕,1978,13.5,-12,37.3,8.5,19.1,,1121.4,56,64.8,2930.5,66.1,9349.22,2.1,50,1380.5,696.8
277,영덕,1979,13.4,-9.6,36.4,8.5,18.7,,1021.6,81.8,62.8,2757.5,62.2,7093.04,2.1,50,1261.7,542.3
277,영덕,1980,11.9,-11.8,34.9,7.1,17.4,,974.6,91,61.8,2679.3,60.28,6894.05,2,50,1150.7,479.3
277,영덕,1981,11.9,-13,36.5,6.8,17.7,,791.1,146,61.5,2860.1,64.51,9015.85,1.9,270,1287.1,550.9
277,영덕,1982,12.8,-12,34.8,7.8,18.3,,884.4,123.7,65.8,2779.9,62.7,2538.64,1.8,290,1298.1,638.3
277,영덕,1983,12.6,-12.3,38,7.8,18,,1128.9,144,65.1,2858.4,64.25,,2,270,1345.4,
277,영덕,1984,11.9,-13.5,37.7,7,17.3,,1092.2,96.5,65.2,2817.7,63.2,,1.9,180,1274,
277,영덕,1985,12.6,-13.5,35.3,7.9,17.8,,1044,86.2,68.2,2706.6,60.84,,1.9,290,1250,
277,영덕,1986,11.7,-13,36.2,6.8,17.2,1018.6,872.3,79.1,68,2804.9,63.05,,1.9,180,1242.8,
277,영덕,1987,12.8,-10.8,36.7,7.6,18.5,1016.4,1023.1,120,62.3,2890.3,64.97,,2,180,1326.8,
277,영덕,1988,12.5,-10.5,37.4,7.4,18,1016,823.4,51.2,58.2,2887.9,64.78,,2,180,1378.7,
277,영덕,1989,13.3,-8.2,36.6,8.3,18.7,1016.5,1171.6,87.3,68.3,2691.4,60.48,,1.9,270,1243.2,
277,영덕,1990,13.6,-12.7,35.8,8.7,19.1,1016.9,1114.4,60.3,76,2711.8,60.95,,1.9,180,1193.6,
277,영덕,1991,12.7,-12.8,35.8,7.6,18.1,1016.6,1368.9,296,80.5,2730.3,61.36,,2.1,320,,
277,영덕,1992,12.9,-8.1,37.1,7.7,18.5,1020.5,837.2,70,76.4,2771.8,62.16,,2.3,180,,
277,영덕,1993,11.9,-9.3,32.4,6.9,17.2,1019.7,1435.4,104,72.1,2175.9,48.9,,2.4,180,,
277,영덕,1994,13.6,-10.5,36.7,8.6,18.8,1016.3,682.2,54,65.6,2493.5,56.04,,2.2,180,,
277,영덕,1995,12.5,-10.3,37.6,7.5,17.7,1016.5,558.2,71,62.8,2601,58.46,,2,290,,
277,영덕,1996,12.1,-11.9,35.5,7.5,17.4,1017.6,927.5,71,66.7,2405.4,53.94,,1.9,180,,
277,영덕,1997,12.9,-8.6,34.5,8.2,18.2,1017.3,900,75,70,2492.8,56.02,,2.1,180,,
277,영덕,1998,13.6,-10.4,32.9,9.3,18.3,1017.9,1606.4,192,67.8,2099.9,47.19,,2.5,180,,
277,영덕,1999,12.7,-10.3,33,8.3,17.5,1017.3,1363.7,83,61.6,2271.7,51.06,,2.8,270,,
277,영덕,2000,12.6,-8.8,34.9,8.1,17.5,1017.1,1017.3,85.5,61,1836,53.56,,2.8,270,,
277,영덕,2001,12.9,-14.2,36,8.5,17.8,1017.4,1002.5,277.5,60.2,3092.9,69.51,,3.1,270,,
277,영덕,2002,12.3,-10.1,33.5,7.9,17.1,1017.2,1380,138.5,63.3,2537.4,56.98,,3.1,270,,
277,영덕,2003,12,-11.8,32.7,8.1,16.5,1017.8,1841.2,152,66.6,2235.7,50.21,,2.8,180,,
277,영덕,2004,13.6,-13.3,36.2,8.8,18.8,1015.5,1272.9,153.5,62.5,2595.6,58.17,,2.8,160,,
277,영덕,2005,12.6,-11.8,36.9,8,17.7,1015.2,1204,184,61.6,2593.4,58.24,,2.9,250,,
277,영덕,2006,13.2,-10.6,35,8.8,18.2,1015.7,1236.4,113.5,65.8,2314.9,51.99,,2.8,160,,
277,영덕,2007,13.6,-5.3,35.7,9.4,18.7,1015.3,1197.5,104,65.8,1936.4,43.49,,2.7,160,,
277,영덕,2008,13.6,-9.3,37.7,9.1,18.9,1015.7,729.3,62.5,63.7,2249.5,50.41,,3,270,,
277,영덕,2009,13.7,-12.2,36.9,9.1,19.1,1015,808,58,61.6,2170.5,48.74,,3,270,,
277,영덕,2010,13.3,-11,36.2,8.7,18.5,1015.6,868,69.5,62.5,2187.9,49.14,,2.9,160,,
277,영덕,2011,13.1,-15.1,34.8,8.7,18,1016.1,1008.5,85,63.1,2101.1,47.19,,3.1,160,,
277,영덕,2012,12.9,-13.7,36.3,8.6,18,1015.6,1119,84,63.3,2200.9,49.33,,3.1,270,,
277,영덕,2013,13.5,-12.5,37.6,8.8,18.9,1015.3,863.4,96,60.8,2288.4,51.39,,3,270,,
277,영덕,2014,12.9,-9.6,35.3,8.4,18.1,1016.2,1234.3,90,63.4,2085.1,46.83,,2.9,160,,
277,영덕,2015,13.5,-10.8,38.2,8.8,19,1016.1,811.3,83.5,63.3,2301.9,51.7,,3,180,,
277,영덕,2016,13.8,-13.7,38.6,9.2,19.1,1016.1,1088.3,88.5,64.2,2354.1,52.76,,2.8,180,,
277,영덕,2017,13.7,-9.4,38.1,8.8,19.3,1015.8,880.3,96.5,59.2,2610.6,58.63,,2.8,270,,
277,영덕,2018,13.4,-14.6,39.9,8.6,18.9,1016.3,1365.4,220.5,62.5,2514.6,56.62,,2.9,180,,
277,영덕,2019,14.3,-6,35.8,9.6,19.9,1015.7,1455.9,289,64.1,2477.8,56.08,,2.7,180,,
277,영덕,2020,13.5,-12.6,35.4,9.1,18.7,1015.8,1308.8,124.2,66.8,2378.6,53.31,,2.8,180,,
277,영덕,2021,13.5,-14.6,34.6,8.9,18.7,1016,1287,110,69.3,2241.6,50.34,,2.5,180,,
277,영덕,2022,13.4,-9.8,36.6,8.7,18.9,1015.9,802.2,108.4,64.5,2409.7,54.12,,2.6,180,,
277,영덕,2023,14.1,-14.3,35.3,9.5,19.1,1015.8,1228.7,156.7,67.3,2462.6,55.63,,2.5,180,,
278,의성,1971,,,,,,,,,,,,,,290,,
278,의성,1972,,,,,,,,,,,,,,270,,
278,의성,1973,11.8,-17.5,36.6,5.9,18.5,,804.9,84.7,71.7,2824.3,63.7,6647.98,1.4,270,1251.8,767
278,의성,1974,10.5,-22.5,34.5,4.6,17.4,,1031.8,80,72.2,2661.8,60.04,8713.28,1.4,290,1159.5,672.9
278,의성,1975,11.9,-14.9,34.8,6.3,18.3,,1184,119.2,75.7,2520.5,56.86,8246.02,1.3,70,1140.5,684
278,의성,1976,10.8,-18.8,34.4,4.7,17.5,,819.6,102,73.3,2415.1,54.35,7401.19,1.4,290,1194.5,528.9
278,의성,1977,11.5,-20,37.2,5.1,18.8,,780.9,107,70.6,2518,56.8,7672.64,1.3,140,1305.7,436.2
278,의성,1978,12,-14.4,36.1,5.7,19.1,,1013.8,76.1,71.9,2513.3,56.69,7853.13,1.3,230,1343.1,667.4
278,의성,1979,11.5,-13.8,34.3,5.4,18.7,,945.7,57.5,74,2398.1,54.1,7642.6,1.3,230,1253.3,694.3
278,의성,1980,10.2,-19.7,33.7,4,17.1,,1097.8,63.5,72.7,2283.2,51.37,6325.83,1.1,270,1155.5,565.5
278,의성,1981,10.4,-23.3,35.5,3.9,17.9,,863.9,112.5,70.3,2493.6,56.25,4823.43,1,270,1295.9,628.1
278,의성,1982,11.4,-18.6,36.7,4.7,19.1,,697.5,96,69.6,2511.8,56.66,,.9,230,1395.9,675.7
278,의성,1983,11.2,-18.4,36.1,4.6,18.6,,1051.5,130.8,70.6,2438.2,54.81,,1,230,1333.6,
278,의성,1984,10.6,-19.4,37.4,4,18.2,,1170.1,156,68.6,2517.9,56.47,,1,270,1261.4,
278,의성,1985,11.1,-20.4,36.1,5.3,17.7,,1168.8,96.8,67.5,2294.8,51.58,,1,270,1179,
278,의성,1986,10.3,-17.7,35.4,4.3,17.5,1016.3,899.3,72.3,65,2378.5,53.47,,1,270,1194.1,
278,의성,1987,10.9,-18.2,34.4,4.7,18.4,1016.6,1043.2,100.4,70.2,2387.9,53.68,,1,270,1163.5,
278,의성,1988,10.5,-15.8,35.9,3.9,18.2,1016.4,770.5,55.1,68.6,2434.1,54.6,,1.1,270,1264.9,
278,의성,1989,11.7,-14.7,34.3,5.5,18.9,1017.9,1087,78.3,73.3,2242,50.39,,.9,270,1115.6,
278,의성,1990,12,-21.5,36.3,6,19,1020.1,1063.9,69.3,77.3,2097.5,47.15,,1,270,982.3,119
278,의성,1991,10.8,-19.5,34.2,4.4,18.6,1019.8,1016.9,84.5,72.1,2242.2,50.41,,1,270,1005.5,579.1
278,의성,1992,10.9,-14.8,35.5,4.5,18.6,1016.7,908.7,86.5,74.2,2101.8,47.14,,1,270,979.5,563.7
278,의성,1993,10.3,-21.3,32.4,3.7,18,1016.1,1239.2,78.5,78.7,2062,46.35,,1.1,270,989.5,481.7
278,의성,1994,11.7,-17.7,38.5,4.2,20.2,1015.8,505.1,40,72,2423.3,54.47,,1.2,270,1337.3,735.1
278,의성,1995,10.4,-17.5,37.5,3.3,18.9,1015.9,776.7,120.5,73.1,2364.6,53.16,,1.2,270,1222,599
278,의성,1996,11,-18.2,37.2,4.2,19.1,1015.9,805.6,93,70,2262.9,50.76,,1.2,270,1280.9,538.9
278,의성,1997,11.2,-18.9,35.8,4.2,19.4,1015.1,987.8,95,62.8,2361.5,53.08,,1.2,270,,
278,의성,1998,12.1,-17,34.1,6.1,19.4,1015.7,1368.6,155.5,64.2,1934.7,43.49,,.9,290,,
278,의성,1999,11.6,-16.5,34.5,5.1,19.1,1015.6,1103.8,82,60.9,2078.2,46.72,,1,290,,
278,의성,2000,11.4,-14.7,35.6,4.7,19,1016.3,1014.5,104.5,61.7,1733.9,50.6,,1,270,,
278,의성,2001,11,-18.6,35.7,4.3,18.8,1016.6,622.8,55,59.9,2741.7,61.62,,.9,290,,
278,의성,2002,10.8,-18,34.4,4.4,18.1,1016.3,1430.9,111.5,63.8,2174.2,48.84,,.8,290,,
278,의성,2003,10.9,-19.1,34.2,5.2,17.8,1016.9,1696.5,121.5,71.9,1829,41.09,,.9,290,,
278,의성,2004,11.8,-16.2,35.9,5.4,19.5,1016.6,1475,215.5,65.9,2134.1,47.84,,1.1,290,,
278,의성,2005,11.1,-19,35.4,4.6,18.4,1016.3,848.5,117,66.4,2115.2,47.52,,1.2,290,,
278,의성,2006,11.9,-17.2,37.3,5.8,19.1,1016.4,1392.6,164,68.5,1953.8,43.89,,1.1,270,,558
278,의성,2007,12.5,-14.8,35.6,6.3,20,1016.1,1324.3,89,70.8,1912.2,42.95,,1.1,290,,
278,의성,2008,11.8,-15.9,35.9,5.2,19.5,1016.5,786.2,95,69.3,2121,47.53,,1.2,360,,
278,의성,2009,12.1,-18.7,34.7,5.4,19.8,1015.8,768.6,73,67.1,2098.6,47.15,,1.3,290,,
278,의성,2010,11.7,-20,36,5.4,18.9,1016.4,1062.1,77.5,68.7,1998.5,44.9,,1.2,290,,
278,의성,2011,11.5,-21.1,35,5,18.8,1016.7,1130.5,93,66.8,2056.8,46.2,,1.3,290,,
278,의성,2012,11.3,-22.1,37.6,4.8,18.6,1016,1007.9,118.5,67.2,2090.5,46.85,,1.4,290,,
278,의성,2013,11.9,-23.2,36.9,5.4,19.5,1015.9,851,84,69.2,2182.9,49.04,,1.3,290,,
278,의성,2014,11.7,-16.3,37,5.1,19.4,1016.6,869.4,88.5,68.3,2037.9,45.78,,1.2,290,,
278,의성,2015,12.1,-16.3,38.7,5.7,19.5,1016.5,596.5,35.5,69.1,2166.5,48.67,,1.2,290,,
278,의성,2016,12.7,-19.3,38,6.5,20,1016.5,1017.5,88.5,70.5,2224.6,49.86,,1.2,360,,
278,의성,2017,11.9,-16.7,36.6,5,19.9,1016.6,691.7,63,63.8,2518.7,56.58,,1.3,360,,
278,의성,2018,12.4,-19.2,40.4,5.7,20.2,1016.9,1079.4,88.5,64.7,2448.1,55,,1.3,360,,
278,의성,2019,12.9,-13.7,37.6,6.3,20.7,1016.4,831.3,88.5,65.1,2374.3,53.34,,1.2,360,,
278,의성,2020,12.3,-15.9,35.9,6.1,19.5,1016,1128.9,71.5,71.3,2174.3,48.85,,1.1,290,,
278,의성,2021,12.4,-21.6,37,6.3,19.7,1015.9,961.7,53.7,73.6,2079.9,46.72,,1,290,,
278,의성,2022,12.2,-16.3,37.2,5.6,19.7,1015.8,615.1,34.9,68.6,2295.8,51.58,,1.1,290,,
278,의성,2023,12.9,-19.2,37.1,6.7,20.3,1015.7,1575.4,97.7,73.1,2224.3,50.11,,1,290,,
279,구미,1973,12.2,-15.2,35.7,6.8,18.1,,850.2,91.3,71.6,2578.3,58.15,6013.14,2.4,290,1376.7,
279,구미,1974,11.2,-24,34.7,5.7,17.3,,1050.6,73.9,70.9,2458.8,55.46,8756.4,2.1,320,1242.9,
279,구미,1975,12.6,-11.5,34.4,7.7,18.1,,1201.9,114.2,75.1,2437.6,54.99,9745.05,2.1,320,1362.9,
279,구미,1976,11.4,-13.7,34.2,6.2,17.3,,818.5,77.8,73.9,2290.6,51.54,9626.9,2.1,320,1164.3,
279,구미,1977,12.2,-16.7,36.2,6.7,18.5,,773.7,90.7,70.6,2397.9,54.09,9952.09,2,320,1225.6,
279,구미,1978,12.8,-12,36.8,7.3,19.1,,977,70.4,69.5,2462.5,55.55,9264.4,2,320,1262.8,
279,구미,1979,12.2,-10.5,34.1,7,18.5,,963.9,65.8,71.7,2343.8,52.87,8689.92,1.9,320,1166.3,
279,구미,1980,10.9,-15.4,32.6,5.8,16.9,,1132.6,87.4,70.5,2236.9,50.33,8510.41,2,290,1089.9,
279,구미,1981,11.3,-19.2,34.7,5.9,17.5,,820.3,82.7,68.7,2345.1,52.9,5588.85,2.1,290,1284.7,
